0.000000000	0.000000000
0.000250000	0.141563890
0.000500000	0.282838284
0.000750000	0.424402174
0.001000000	0.565676567
0.001250000	0.707240457
0.001500000	0.848514851
0.001750000	0.990078741
0.002000000	1.131353134
0.002250000	1.272772276
0.002500000	1.414336166
0.002750000	1.272772276
0.003000000	1.131353134
0.003250000	0.990078741
0.003500000	0.848514851
0.003750000	0.707240457
0.004000000	0.565676567
0.004250000	0.424402174
0.004500000	0.282838284
0.004750000	0.141563890
0.005000000	0.000000000
0.005250000	-0.141563890
0.005500000	-0.282838284
0.005750000	-0.424402174
0.006000000	-0.565676567
0.006250000	-0.707240457
0.006500000	-0.848514851
0.006750000	-0.990078741
0.007000000	-1.131353134
0.007250000	-1.272772276
0.007500000	-1.414336166
0.007750000	-1.272772276
0.008000000	-1.131353134
0.008250000	-0.990078741
0.008500000	-0.848514851
0.008750000	-0.707240457
0.009000000	-0.565676567
0.009250000	-0.424402174
0.009500000	-0.282838284
0.009750000	-0.141563890
